0	1	2	3
PP_1605	rnhB		Ribonuclease HII
PP_1582		Uncharacterized protein	
PP_1565		Phage portal protein, HK97 family	
PP_1502		OmpA family protein	
PP_1452		MutT/nudix family protein	
PP_1441	cmoA		Carboxy-S-adenosyl-L-methionine synthase
PP_1423		Uncharacterized protein	
PP_1370		Glycosyl transferase, group 1 family protein	
PP_1366		Transcriptional regulator MvaT, P16 subunit	
PP_1354	mdfA	Multidrug efflux MFS transporter	
PP_1307		AsnC family transcriptional regulator	
PP_1202			Phosphatidylglycerol lysyltransferase
PP_1142			DUF2288 domain-containing protein
PP_1035	tadA		tRNA-specific adenosine deaminase
PP_0902	colS		histidine kinase
PP_0858		Methionine/glutamine aminotransferase	
PP_0830		Acetyltransferase, GNAT family	
PP_0820		GCN5-related N-acetyltransferase	
PP_0807	norR	DNA-binding transcriptional dual regulator (NO)	
PP_0742			Renalase
PP_0728			PEP-utilising enzyme mobile domain-containing protein
PP_0705		DNA-3-methyladenine glycosylase	
PP_0665		Glyceraldehyde-3-phosphate dehydrogenase	
PP_0657		Amino acid ABC transporter, periplasmic amino acid-binding protein	
PP_0564			DUF2333 family protein
PP_0560	aroQ1		3-dehydroquinate dehydratase 1
PP_0549		Lipoprotein	
PP_0541		Acetyltransferase, GNAT family	
PP_0382	davA	5-aminopentanamidase	
PP_0362	bioB		Biotin synthase
PP_0315	gbcA	Glycine-betaine dioxygenase subunit	
PP_0286	mutY		Adenine DNA glycosylase
PP_0261	cysQ		3'(2'),5'-bisphosphate nucleotidase CysQ
PP_0054			Probable membrane transporter protein
PP_5745		Paraquat-inducible protein A	
PP_5470			Lipoprotein
PP_5539			Porin domain-containing protein
PP_5588		Uncharacterized protein	
PP_4710	truB		tRNA pseudouridine synthase B
PP_5732		Metal-binding protein	
PP_5388	cusF	Probable exported copper efflux protein	
PP_5299	puuA-II	Glutamate-putrescine ligase	
PP_5281	rpmG		Large ribosomal subunit protein bL33
PP_5182	spuC-II	Polyamine:pyruvate transaminase	
PP_5162			DUF6436 domain-containing protein
PP_5156			DUF4399 domain-containing protein
PP_5131	tcyP	Sodium-cystine symporter	
PP_5096		Factor involved in shape determination	
PP_4751		Amino acid ABC transporter, ATP-binding protein	
PP_4743			Caspase family p20 domain-containing protein
PP_4700	panC		Pantothenate synthetase
PP_4652		Membrane protein	
PP_4544			Porin
PP_4539		Transcriptional regulator, LysR family	
PP_4461		Major facilitator family transporter	
PP_4435			RidA family protein
PP_4415			Tyr recombinase domain-containing protein
PP_4091		Transposase	
PP_3960		Transcriptional regulator, TetR family	
PP_3905		Transcriptional regulator, LuxR family	
PP_3850		Uncharacterized protein	
PP_3632		Transcriptional regulator, LysR family	
PP_3630	opdT-II	Tyrosine-specific outer membrane porin D	
PP_3564		Transcriptional regulator, AraC family	
PP_3493		Transcriptional regulator, LysR family	
PP_3444		Glyoxalase family protein	
PP_3438			Lysine transporter LysE
PP_3422	ltg	Lytic transglycosylase	
PP_3352	atsA	Arylsulfatase	
PP_3346	nikE		Nickel import ATP-binding protein NikE
PP_3328		Ring-cleaving dioxygenase	
PP_3250		Transporter	
PP_3226		Acyl-CoA dehydrogenase-related protein	
PP_3159	benR	BenABC operon transcriptional activator	
PP_3037		C4-type zinc finger protein, DksA/TraR family	
PP_2956		Ribosomal protein S6 modification protein-related protein	
PP_2932		Amidase family protein	
PP_2864			MmcQ/YjbR family DNA-binding protein
PP_2697		Oxidoreductase containing a flavin reductase domain	
PP_2690			DUF3726 domain-containing protein
PP_2585		Alpha-ketoglutaric semialdehyde dehydrogenase	
PP_2556		Chromate transporter	
PP_2527			Permeases of the major facilitator superfamily
PP_2451	endX	Extracellular DNA endonuclease	
PP_2418		Cobalamin ABC transporter, periplasmic	
PP_2398			UPF0276 protein PP_2398
PP_2393	polB		DNA polymerase
PP_2362		Usher protein	
PP_2267		Phage single-stranded DNA-binding protein	
PP_2243			Histidine phosphatase family protein
PP_2096	rlmL		Ribosomal RNA large subunit methyltransferase K/L
PP_2041		Transcriptional regulator, LysR family	
PP_1970		Lipoprotein	
PP_1917	pabC	4-amino-4-deoxychorismate lyase	
PP_1895	yadG	ABC transporter-ATP binding subunit	
PP_1833			DUF3509 domain-containing protein
PP_1786		Glycosyl transferase	
PP_1756			DUF2059 domain-containing protein
PP_1639	sprT		Protein SprT
PP_1634	yfiP		tRNA-uridine aminocarboxypropyltransferase
PP_1594	frr		Ribosome-recycling factor
PP_1580		Uncharacterized protein	
PP_1503			DUF4398 domain-containing protein
PP_1477	recJ		Single-stranded-DNA-specific exonuclease RecJ
PP_1424	sdhE		FAD assembly factor SdhE
PP_1385	ttgB		Probable efflux pump membrane transporter TtgB
PP_1367	purU-II		Formyltetrahydrofolate deformylase
PP_1237	dapA		4-hydroxy-tetrahydrodipicolinate synthase
PP_1225	queE		7-carboxy-7-deazaguanine synthase
PP_1220	tolR		Tol-Pal system protein TolR
PP_1077	ybaK		Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase
PP_1071	gltI	Glutamate / aspartate ABC transporter-periplasmic binding protein	
PP_1006		Outer membrane heme receptor	
PP_0825	phnC		Phosphonates import ATP-binding protein PhnC
PP_0794	fruK		Phosphofructokinase
PP_0761	rsmC		Ribosomal RNA small subunit methyltransferase C
PP_0700		Transmembrane sensor	
PP_0680			endopeptidase La
PP_0666			RidA family protein
PP_0654	mdh		Probable malate dehydrogenase
PP_0487			Probable membrane transporter protein
PP_0486		Transcriptional regulator, GntR family	
PP_0484	yajR		Major facilitator superfamily (MFS) profile domain-containing protein
PP_0457	rplB		Large ribosomal subunit protein uL2
PP_0370		Acyl-CoA dehydrogenase family protein	
PP_0364	bioH	Pimeloyl-[acp] methyl ester esterase	
PP_0351		Transmembrane sensor protein	
PP_0316	gbcB	Glycine-betaine dioxygenase subunit	
PP_0310	dgcA	Dimethylglycine dehydrogenase subunit	
PP_0297	tdcG-I		L-serine dehydratase
PP_0235			Thioredoxin peroxidase
PP_0232	tauB		Taurine import ATP-binding protein TauB
PP_0152			Holliday junction resolvasome, helicase subunit
PP_0050			Integral membrane-like protein
PP_5444		Uncharacterized protein	
PP_0404	lptD		LPS-assembly protein LptD
PP_5464		Uncharacterized protein	
PP_1906	rluC		Pseudouridine synthase
PP_5485		N-acetyltransferase, GNAT domain	
PP_5513			DUF1353 domain-containing protein
PP_5589			RHS repeat-associated core domain-containing protein
PP_5644		Uncharacterized protein	
PP_5660	kdpF	Potassium-transporting ATPase F	
PP_5314	alkT	Rubredoxin-NAD(+) reductase	
PP_5251		Transporter	
PP_5227	lysA-II		Diaminopimelate decarboxylase
PP_5190		Type II secretion system protein	
PP_5086		Nuclease (SNase domain protein)	
PP_5063	betB		Betaine aldehyde dehydrogenase
PP_5017	tatB		Sec-independent protein translocase protein TatB
PP_4870			Azurin
PP_4784	hemL		Glutamate-1-semialdehyde 2,1-aminomutase
PP_4777			DUF2788 domain-containing protein
PP_4775			Glycine zipper family protein
PP_4737	dld2	D-lactate dehydrogenase	
PP_4715	tpiA		Triosephosphate isomerase
PP_4665			(S)-ureidoglycine aminohydrolase cupin domain-containing protein
PP_4664		Transcriptional regulator, LysR family	
PP_4628			Flavodoxin-like domain-containing protein
PP_4537			EamA domain-containing protein
PP_4427		Amino acid ABC transporter, permease protein	
PP_4307		Permease of the drug/metabolite transporter (DMT) superfamily	
PP_4022			RHS repeat-associated core domain-containing protein
PP_4014	mnmA		tRNA-specific 2-thiouridylase MnmA
PP_3989			DNA (cytosine-5-)-methyltransferase
PP_3858		Tail fiber protein	
PP_3808		Antibiotic synthesis protein MbtH	
PP_3772		Repressor protein-related protein	
PP_3745	glcD	Glycolate oxidase, putative FAD-linked subunit	
PP_3617			DUF6708 domain-containing protein
PP_3562			Cell wall hydrolase SleB domain-containing protein
PP_3395		Transcriptional regulator, LysR family	
PP_3385			Type IV / VI secretion system DotU domain-containing protein
PP_3338		Cytochrome bd-type quinol oxidase	
PP_3268		MutT/nudix family protein	
PP_3220		ABC transporter, ATP-binding protein	
PP_3084		Outer membrane ferric siderophore receptor	
PP_3080	aroF-II		Phospho-2-dehydro-3-deoxyheptonate aldolase
PP_3067			PIN like domain-containing protein
PP_2974		Sulfatase	
PP_2944			histidine kinase
PP_2898			Secreted protein
PP_2884		XRE family transcriptional regulator	
PP_2841		Site-specific recombinase, phage integrase family	
PP_2779		Beta-ketoacyl synthase	
PP_2730		Lipoprotein	
PP_2724		Uncharacterized protein	
PP_2716			protein-tyrosine-phosphatase
PP_2593		Ferric siderophore ABC transporter, permease protein	
PP_2537			DUF3077 domain-containing protein
PP_2488	sad-I	NAD+-dependent succinate semialdehyde dehydrogenase	
PP_2376	cti	Esterified fatty acid cis/trans isomerase	
PP_2351	prpE	Propionyl-CoA synthetase	
PP_2228	mrpD	K(+)/H(+) antiporter subunit D	
PP_2204	copB-I	Copper resistance protein B	
PP_2203			Metal-binding protein
PP_2180	spuC-I	Polyamine:pyruvate transaminase	
PP_2171		Transporter, LysE family	
PP_2141			ABC transporter ATP-binding protein
PP_2136	fadB		Fatty acid oxidation complex subunit alpha
PP_1924		Phosphinothricin N-acetyltransferase	
PP_1911	rpmF		Large ribosomal subunit protein bL32
PP_1822			Glutaredoxin domain-containing protein
PP_1817		Oxidoreductase, short-chain dehydrogenase/reductase family	
PP_1719	prc	Tail-specific protease prc	
PP_1683		Transcriptional regulator, MarR family	
PP_1679	cobT		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PP_1628	pncC	NMN amidohydrolase	
PP_1526		Beta-(1-3)-glucosyl transferase	
PP_1480			Type II toxin-antitoxin system HicA family toxin
PP_1403	bglX	Periplasmic beta-D-glucoside glucohydrolase	
PP_1320	sspA	Stringent starvation protein A	
PP_1190			DUF1456 family protein
PP_1186	phoP	Two component system DNA-binding transcriptional dual regulator	
PP_1137	livF-I		High-affinity branched-chain amino acid transport ATP-binding protein
PP_1050	xcpU	Type II secretion pathway protein XcpU	
PP_0982			Lipopolysaccharide export system permease protein LptF
PP_0967	hisC		Histidinol-phosphate aminotransferase
PP_0957	kdsD		Arabinose 5-phosphate isomerase
PP_0839	trmJ		tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
PP_0605	fkpB		Peptidyl-prolyl cis-trans isomerase
PP_0595		Transcriptional regulator, LysR family	
PP_0587			3-phosphoglycerate kinase
PP_0586	cadA-II	Cadmium translocating P-type ATPase	
PP_0505			DUF3299 domain-containing protein
PP_0490	fdoH		Formate dehydrogenase iron-sulfur subunit
PP_0479	rpoA		DNA-directed RNA polymerase subunit alpha
PP_0456	rplW		Large ribosomal subunit protein uL23
PP_0424	crp	DNA-binding transcriptional dual regulator	
PP_0323	soxB	Sarcosine oxidase subunit beta	
PP_0205		Oxidoreductase	
PP_0176		Efflux transporter	
PP_0121	thrB		Homoserine kinase
PP_0093		Zinc protease protein	
PP_5468		Uncharacterized protein	
PP_5476		Uncharacterized protein	
PP_5504			Lipoprotein
PP_5655			Tox-SHH domain-containing protein
PP_5678			Small CPxCG-related zinc finger protein
PP_5692		Uncharacterized protein	
PP_5700			Ribosomal subunit interface protein
PP_5709		Uncharacterized protein	
PP_3868			RNA-directed DNA polymerase
PP_5290		Transposase	
PP_5408			TniQ protein
PP_5340	aphA	Acetylpolyamine aminohydrolase	
PP_5253		Arylesterase	
PP_5229			DUF484 family protein
PP_5083		Type IV pili biogenesis protein PilM	
PP_4987		Chemotaxis protein	
PP_4963	pgk		Phosphoglycerate kinase
PP_4906			HDOD domain-containing protein
PP_4819			Zinc finger/thioredoxin putative domain-containing protein
PP_4730	fur		Ferric uptake regulation protein
PP_4724	carA		Carbamoyl-phosphate synthase small chain
PP_4698	folK		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
PP_4612		FecR protein	
PP_4538	azoR2		FMN-dependent NADH:quinone oxidoreductase 2
PP_4392	cheR2		Chemotaxis protein methyltransferase Cher2
PP_4243	pvdL	Non-ribosomal peptide synthase (Subunit of ferribactin synthase)	
PP_4188	sucB		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
PP_3975			RidA family protein
PP_3958	nhaA2		Na(+)/H(+) antiporter NhaA 2
PP_3922	sohB	Inner membrane peptidase	
PP_3819	gor		Glutathione reductase
PP_3731		Transcriptional regulator, TetR family	
PP_3706			ATP-grasp fold RimK-type domain-containing protein
PP_3695			Wadjet protein JetD C-terminal domain-containing protein
PP_3644		Monooxygenase subunit	
PP_3569	quiA	Quinate dehydrogenase (Quinone)	
PP_3520			Lipoprotein
PP_3512			Chlorhexidine efflux transporter domain-containing protein
PP_3393		CAIB/BAIF family protein	
PP_3349	mhpT	3-hydroxyphenylpropionate / 3-hydroxycinnamate:H+ symporter	
PP_3272	actP-III	Acetate permease	
PP_3144	tdcG-III		L-serine dehydratase
PP_3129	galE		UDP-glucose 4-epimerase
PP_3017	ogt		Methylated-DNA--protein-cysteine methyltransferase
PP_3000		MaoC domain protein	
PP_2995		DNA topology modulation kinase FlaR	
PP_2975		Insertion element ISR1 uncharacterized 10 kDa protein A3	
PP_2883		Uncharacterized protein	
PP_2848	ureF		Urease accessory protein UreF
PP_2811			DUF1302 domain-containing protein
PP_2810			DUF1329 domain-containing protein
PP_2767		Branched-chain amino acid ABC transporter, ATP-binding protein	
PP_2708			Thermostable hemolysin
PP_2681	pqqD2		PqqA binding protein 2
PP_2647		Major facilitator family transporter	
PP_2574		Transcriptional regulator, LysR family	
PP_2476	curA	NADPH-dependent curcumin/dihydrocurcumin reductase	
PP_2455	rbsA-I	Ribose ABC transporter-ATP-binding subunit	
PP_2413		GGDEF family protein	
PP_2412		ParA family protein	
PP_2377		Acetyltransferase Act	
PP_2371	cysI	Sulphite reductase hemoprotein, beta subunit	
PP_2284		Tail tubular protein B	
PP_2230	mrpAB	K(+)/H(+) antiporter subunit A/B	
PP_2208	phnX		Phosphonoacetaldehyde hydrolase
PP_2193		Outer membrane ferric siderophore receptor	
PP_2158	copR-I	Transcriptional activator protein	
PP_2090	cobA		uroporphyrinogen-III C-methyltransferase
PP_2003			Lipoprotein
PP_1972	tyrB		Aminotransferase
PP_1963			Integrase
PP_1934		Uncharacterized protein	
PP_1903	etp		protein-tyrosine-phosphatase
PP_1752			Polyphosphate kinase-2-related domain-containing protein
PP_1726		ABC transporter, periplasmic binding protein	
PP_1660			Sorbitol dehydrogenase
PP_1644		NAD(P)H dehydrogenase (Quinone)	
PP_1604	lpxB		Lipid-A-disaccharide synthase
PP_1597	dxr		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PP_1505	ppc		Phosphoenolpyruvate carboxylase
PP_1456			PreQ0 transporter
PP_1431	lepA		Elongation factor 4
PP_1348		MutT/nudix family protein/thiamine-phosphate pyrophosphorylase	
PP_1084	tsaA		Thioredoxin peroxidase
PP_1051	xcpV	Type II secretion pathway protein XcpV	
PP_1034	cumA	Multicopper oxidase	
PP_0933	mreB		Cell shape-determining protein MreB
PP_0876		Transcriptional regulator, AraC family	
PP_0852		Transcriptional regulator, Cro/CI family	
PP_0730			ATP-grasp domain-containing protein
PP_0641			Helix-turn-helix domain-containing protein
PP_0596		Omega-amino acid--pyruvate aminotransferase	
PP_0588		Copper-binding chaperone	
PP_0480	rplQ		Large ribosomal subunit protein bL17
PP_0453	rpsJ		Small ribosomal subunit protein uS10
PP_0412		Polyamine ABC transporter, periplasmic polyamine-binding protein	
PP_0330			DUF2780 domain-containing protein
PP_0194	algP	Transcriptional regulatory protein AlgP	
PP_0191	algQ	Transcriptional regulatory protein AlgQ	
PP_0158	gcdH	Glutaryl-CoA dehydrogenase	
PP_5428			Methyl-accepting chemotaxis protein
PP_5744			DUF1654 domain-containing protein
PP_5477		Uncharacterized protein	
PP_5525			Secreted protein
PP_5738			AAA family ATPase
PP_0008	rnpA		Ribonuclease P protein component
PP_4437		Transposase	
PP_5389			Isoprenylcysteine carboxyl methyltransferase
PP_5309	oxyR	Oxidative and nitrosative stress transcriptional dual regulator	
PP_5302	spoT		guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
PP_5203	fau		5-formyltetrahydrofolate cyclo-ligase
PP_5196	fbpA	Iron(III) iron ABC transporter, periplasmic iron-binding protein	
PP_5171	sbp-II	Sulfate ABC transporter	
PP_5154		Oxidoreductase, FAD-binding	
PP_5019			Ribosomal RNA small subunit methyltransferase E
PP_4954			Integral membrane protein YccS N-terminal domain-containing protein
PP_4855		Osmotically-inducible lipoprotein OsmE	
PP_4699	panB		3-methyl-2-oxobutanoate hydroxymethyltransferase
PP_4516	recQ		DNA helicase
PP_4502	yciI	Enzyme	
PP_4384	flgH		Flagellar L-ring protein
PP_4380	flgL	Flagellar hook-associated protein FlgL	
PP_4338	cheA		Chemotaxis protein CheA
PP_4305	sbp-I	Sulfate ABC transporter	
PP_4219	pvdD	Non-ribosomal peptide synthetase	
PP_4179	htpG		Chaperone protein HtpG
PP_4143			Methyltransferase type 11 domain-containing protein
PP_4080			Type VI secretion system baseplate subunit TssK
PP_3943	nicD		N-formylmaleamate deformylase
PP_3910			Phage protein
PP_3886		Uncharacterized protein	
PP_3849		Calcium-binding protein, hemolysin-type	
PP_3804			Metal ABC transporter substrate-binding protein
PP_3790	dapF		Diaminopimelate epimerase
PP_3777			Methyltransferase domain-containing protein
PP_3753		Transcriptional regulator, AraC family	
PP_3751		Cyanate transporter	
PP_3626			DUF1289 domain-containing protein
PP_3621	iorA-II	Isoquinoline 1-oxidoreductase subunit alpha	
PP_3603		Transcriptional regulator, GntR family	
PP_3482		Uncharacterized protein	
PP_3473	csgF		Curli production assembly/transport component CsgF
PP_3452		GGDEF domain protein	
PP_3405			LysE family translocator
PP_3318		Uncharacterized protein	
PP_3255	ku		Non-homologous end joining protein Ku
PP_3196		Nodulation protein d1	
PP_3181		Site-specific recombinase, phage integrase family	
PP_3136			Serine acetyltransferase
PP_3088			ImpA N-terminal domain-containing protein
PP_3051	gpV	Pyocin R2_PP, tail spike protein	
PP_3043		Uncharacterized protein	
PP_2904	glnS		Glutamine--tRNA ligase
PP_2824		Transcriptional regulator, TetR family	
PP_2686		Transglutaminase-like superfamily domain protein	
PP_2607			FAD-dependent oxidoreductase 2 FAD binding domain-containing protein
PP_2554	quiC1		3-dehydroshikimate dehydratase
PP_2495			YqaJ viral recombinase domain-containing protein
PP_2457	rbsR	DNA-binding transcriptional repressor	
PP_2404			DUF2790 domain-containing protein
