ACCESSION	UNIPROT_NAME	GID	GENE_NAME	SUBMITTED_PROTEIN_NAME	RECOMMENDED_PTN_NAME
Q88Q19	Q88Q19_PSEPK	PP_0679			DUF3015 domain-containing protein
Q88Q76	Q88Q76_PSEPK	PP_0619		Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	
Q88QA1	Q88QA1_PSEPK	PP_0593	yigZ	Ribosome-binding factor	
Q88QC3	Q88QC3_PSEPK	PP_0571			MFS transporter
Q88QF2	EUTC_PSEPK	PP_0542	eutC		Ethanolamine ammonia-lyase small subunit
Q88QU7	Q88QU7_PSEPK	PP_0387	rpoD		RNA polymerase sigma factor RpoD
Q88QW8	Q88QW8_PSEPK	PP_0366	bioD		ATP-dependent dethiobiotin synthetase BioD
Q88R86	Q88R86_PSEPK	PP_0247	envZ		histidine kinase
Q88R97	SSUE_PSEPK	PP_0236	ssuE		FMN reductase (NADPH)
Q88RH8	Q88RH8_PSEPK	PP_0151			Holliday junction resolvase
Q88RK3	Q88RK3_PSEPK	PP_0126	cc	Cytochrome c4	
Q88RR3	RSMB_PSEPK	PP_0066	rsmB		Ribosomal RNA small subunit methyltransferase B
A0A140FVW9	A0A140FVW9_PSEPK	PP_5425		Uncharacterized protein	
A0A140FVY2	A0A140FVY2_PSEPK	PP_5438		Uncharacterized protein	
A0A140FW51	A0A140FW51_PSEPK	PP_1994	truA		tRNA pseudouridine synthase A
A0A140FWC7	A0A140FWC7_PSEPK	PP_5576		Uncharacterized protein	
A0A140FWD2	A0A140FWD2_PSEPK	PP_5583		Uncharacterized protein	
A0A140FWE0	A0A140FWE0_PSEPK	PP_5592			ArsR family transcriptional regulator
A0A140FWG7	A0A140FWG7_PSEPK	PP_5615		Uncharacterized protein	
A0A140FWG8	A0A140FWG8_PSEPK	PP_5616		Uncharacterized protein	
A0A140FWN8	A0A140FWN8_PSEPK	PP_5686		Uncharacterized protein	
Q88C00	Q88C00_PSEPK	PP_5383	copR-II	Transcriptional activator protein	
Q88C10	Q88C10_PSEPK	PP_5373		Rieske 2Fe-2S family protein	
Q88C32	Q88C32_PSEPK	PP_5351	zwf		Glucose-6-phosphate 1-dehydrogenase
Q88C44	Q88C44_PSEPK	PP_5339	oruR	Transcriptional regulator, ornithine utilization	
Q88C53	Q88C53_PSEPK	PP_5330		Major facilitator family transporter	
Q88CE4	Q88CE4_PSEPK	PP_5237		Uncharacterized protein	
Q88CJ2	Q88CJ2_PSEPK	PP_5189		Uncharacterized protein	
Q88CN1	Q88CN1_PSEPK	PP_5149	ilvA-II		L-threonine dehydratase
Q88CR8	Q88CR8_PSEPK	PP_5112		Processin peptidase	
Q88CY2	Q88CY2_PSEPK	PP_5047	glnL		histidine kinase
Q88CY5	Q88CY5_PSEPK	PP_5044	typA		50S ribosomal subunit assembly factor BipA
Q88D01	Q88D01_PSEPK	PP_5028	pip		Proline iminopeptidase
Q88D16	Q88D16_PSEPK	PP_5012	ubiJ		Ubiquinone biosynthesis accessory factor UbiJ
Q88D20	Q88D20_PSEPK	PP_5008		Poly granule-associated protein	
Q88D39	Q88D39_PSEPK	PP_4989	pilJ	Protein PilJ	
Q88DG7	Q88DG7_PSEPK	PP_4858			Phage infection protein
Q88DK8	Q88DK8_PSEPK	PP_4817		MaoC domain protein	
Q88DZ2	MSRP_PSEPK	PP_4676	msrP		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Q88E07	Q88E07_PSEPK	PP_4661	mdaB	Modulator of drug activity B	
Q88E50	Q88E50_PSEPK	PP_4618			Protein SirB1 N-terminal domain-containing protein
Q88E65	Q88E65_PSEPK	PP_4602		Transcriptional regulator, AraC family	
Q88E69	MOAA_PSEPK	PP_4597	moaA		GTP 3',8-cyclase
Q88E95	Q88E95_PSEPK	PP_4571	cysK		Cysteine synthase
Q88EA9	Q88EA9_PSEPK	PP_4557			DUF2790 domain-containing protein
Q88EG6	Q88EG6_PSEPK	PP_4498	scpA	Segregation and condensation protein A	
Q88EN0	Q88EN0_PSEPK	PP_4424		Uncharacterized HTH-type transcriptional regulator y4tD	
Q88EQ3	Q88EQ3_PSEPK	PP_4400	bkdR	Bkd operon transcriptional regulator	
Q88F15	Q88F15_PSEPK	PP_4284		Transporter	
Q88FB3	Q88FB3_PSEPK	PP_4185	sucD		Succinate--CoA ligase [ADP-forming] subunit alpha
Q88FH1	NUOH_PSEPK	PP_4125	nuoH		NADH-quinone oxidoreductase subunit H
Q88FH3	Q88FH3_PSEPK	PP_4123	nuoF		NADH-quinone oxidoreductase subunit F
Q88FJ5	Q88FJ5_PSEPK	PP_4100		Transcriptional regulator, Cro/CI family	
Q88FS7	LFTR_PSEPK	PP_4005	aat		Leucyl/phenylalanyl-tRNA--protein transferase
Q88G45	Q88G45_PSEPK	PP_3881		Phage terminase, large subunit	
Q88GD7	Q88GD7_PSEPK	PP_3787			Beta-ketoacyl-[acyl-carrier-protein] synthase III N-terminal domain-containing protein
Q88GE8	Q88GE8_PSEPK	PP_3776		Permease (RarD protein)	
Q88GM2	Q88GM2_PSEPK	PP_3699		Uncharacterized protein	
Q88GR1	Q88GR1_PSEPK	PP_3657		p-nitrobenzoate reductase NfnB	
Q88GX8	Q88GX8_PSEPK	PP_3589	sdaC	Serine:H+ symport permease, threonine-insensitive	
Q88H14	Q88H14_PSEPK	PP_3551		DNA-binding response regulator, LuxR family	
Q88H89	Q88H89_PSEPK	PP_3472	csgG		Curli production assembly/transport component CsgG
Q88H92	Q88H92_PSEPK	PP_3468			DUF3077 domain-containing protein
Q88HD1	Q88HD1_PSEPK	PP_3429			histidine kinase
Q88HK2	Q88HK2_PSEPK	PP_3354		Acyl-CoA dehydrogenase, ferrulic acid biotransformation protein	
Q88HP1	Q88HP1_PSEPK	PP_3312		Heat shock protein	
Q88HZ5	Q88HZ5_PSEPK	PP_3207		Cyclase	
Q88I55	Q88I55_PSEPK	PP_3146		Oxidoreductase	
Q88I77	Q88I77_PSEPK	PP_3124		Short chain fatty acid transporter	
Q88IA0	Q88IA0_PSEPK	PP_3099	puuD	Uricase/urate oxidase	
Q88IE5	Q88IE5_PSEPK	PP_3054	gpJ	Pyocin R2_PP, baseplate/tail fiber protein	
Q88IG9	Q88IG9_PSEPK	PP_3030		Uncharacterized protein	
Q88IP1	Q88IP1_PSEPK	PP_2958	grx		Glutaredoxin
Q88IQ2	Q88IQ2_PSEPK	PP_2947		Transcriptional regulator MvaT, P16 subunit	
Q88IU6	Q88IU6_PSEPK	PP_2903	ppiB		Peptidyl-prolyl cis-trans isomerase
Q88JF5	Q88JF5_PSEPK	PP_2694		Aldehyde dehydrogenase family protein	
Q88JJ0	PSTB1_PSEPK	PP_2659	pstB1		Phosphate import ATP-binding protein PstB 1
Q88JK3	Q88JK3_PSEPK	PP_2646			DUF2493 domain-containing protein
Q88JR5	Q88JR5_PSEPK	PP_2584	oguA	Hydroxydechloroatrazine ethylaminohydrolase	
Q88JT4	Q88JT4_PSEPK	PP_2563		Antibiotic biosynthesis protein	
Q88JV5	Q88JV5_PSEPK	PP_2542		Transcriptional regulator, GntR family	
Q88JW4	Q88JW4_PSEPK	PP_2533		D-isomer specific 2-hydroxyacid dehydrogenase family protein	
Q88JX5	GALA_PSEPK	PP_2518	galA		Gallate dioxygenase
Q88JX8	GALB_PSEPK	PP_2515	galB		4-oxalmesaconate hydratase
Q88K69	Q88K69_PSEPK	PP_2422			Carboxymuconolactone decarboxylase-like domain-containing protein
Q88KG5	Q88KG5_PSEPK	PP_2325			2-dehydropantoate 2-reductase
Q88KI1	Q88KI1_PSEPK	PP_2309			Terminase
Q88KV4	Q88KV4_PSEPK	PP_2185			formate dehydrogenase
Q88L19	Q88L19_PSEPK	PP_2118			Multifunctional fatty acid oxidation complex subunit alpha
Q88L74	Q88L74_PSEPK	PP_2061		Uncharacterized protein	
Q88L84	Q88L84_PSEPK	PP_2051	fadA	3-ketoacyl-CoA thiolase (Thiolase I)	
Q88LR2	Q88LR2_PSEPK	PP_1867			Spermidine synthase
Q88LV2	Q88LV2_PSEPK	PP_1825		Uncharacterized protein	
Q88M15	Q88M15_PSEPK	PP_1760		ABC transporter, ATP-binding protein	
Q88M64	Q88M64_PSEPK	PP_1710		MFS transporter, phthalate permease family	
Q88M83	Q88M83_PSEPK	PP_1691			Glutamate synthase [NADPH] large chain
Q88MB0	Q88MB0_PSEPK	PP_1664	purN		Phosphoribosylglycinamide formyltransferase
Q88MS4	Q88MS4_PSEPK	PP_1494		Response regulator/GGDEF domain protein	
Q88MX8	CMOB_PSEPK	PP_1440	cmoB		tRNA U34 carboxymethyltransferase
Q88MY0	Q88MY0_PSEPK	PP_1438	czcR-III	Response regulator	
Q88NR9	Q88NR9_PSEPK	PP_1136			Delta-60 repeat domain-containing protein
Q88NX8	GLPK_PSEPK	PP_1075	glpK		Glycerol kinase
Q88PN2	Q88PN2_PSEPK	PP_0817	alaC	Aminotransferase	
Q88PS6	Q88PS6_PSEPK	PP_0772		Metallo-beta-lactamase family protein	
Q88PY7	Q88PY7_PSEPK	PP_0711	ycaC-I	Hydrolase	
Q88Q81	Q88Q81_PSEPK	PP_0614		N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1	
Q88Q97	Q88Q97_PSEPK	PP_0597	mmsA-I	Methylmalonate-semialdehyde dehydrogenase	
Q88QG2	Q88QG2_PSEPK	PP_0532			Esterase
Q88QJ8	SELA_PSEPK	PP_0493	selA		L-seryl-tRNA(Sec) selenium transferase
Q88RK6	Q88RK6_PSEPK	PP_0123	polA		DNA polymerase I
Q88RQ9	TSAC_PSEPK	PP_0070	tsaC		Threonylcarbamoyl-AMP synthase
Q88RR9	SYGB_PSEPK	PP_0060	glyS		Glycine--tRNA ligase beta subunit
A0A140FW06	A0A140FW06_PSEPK	PP_5456		Uncharacterized protein	
A0A140FW80	A0A140FW80_PSEPK	PP_5526			CopG family transcriptional regulator
A0A140FWE4	A0A140FWE4_PSEPK	PP_5596		Uncharacterized protein	
A0A140FWG1	A0A140FWG1_PSEPK	PP_5609			Peptide synthetase
A0A140FWS6	A0A140FWS6_PSEPK	PP_5721			TIGR02449 family protein
Q88C03	Q88C03_PSEPK	PP_5380	copA-II	Copper resistance protein A	
Q88CC1	HGLS_PSEPK	PP_5260	hglS		2-oxoadipate dioxygenase/decarboxylase
Q88CH0	Q88CH0_PSEPK	PP_5211			Gamma-glutamylcyclotransferase
Q88CH7	Q88CH7_PSEPK	PP_5204		Uncharacterized protein	
Q88CK7	Q88CK7_PSEPK	PP_5173		RND efflux transporter	
Q88CV4	Q88CV4_PSEPK	PP_5076	gltB	L-glutamate synthase(NADPH) alpha subunit	
Q88CX3	Q88CX3_PSEPK	PP_5057		Peptidase, M23/M37 family	
Q88D22	Q88D22_PSEPK	PP_5006		Transcriptional regulator, TetR family	
Q88D91	Q88D91_PSEPK	PP_4936	wzy	O-antigen polymerase	
Q88DC5	ORN_PSEPK	PP_4902	orn		Oligoribonuclease
Q88DS1	Q88DS1_PSEPK	PP_4752		Xaa-Pro aminopeptidase	
Q88DS8	Q88DS8_PSEPK	PP_4741	hsdM		site-specific DNA-methyltransferase (adenine-specific)
Q88DT5	Q88DT5_PSEPK	PP_4734	pdhR	DNA-binding transcriptional dual regulator, LldR-L-lactate	
Q88E60	Q88E60_PSEPK	PP_4608		RNA polymerase sigma-70 factor, ECF subfamily	
Q88E70	Q88E70_PSEPK	PP_4596		Oxidoreductase	
Q88EG5	Q88EG5_PSEPK	PP_4499	yciO	Maturation enzyme	
Q88EQ1	Q88EQ1_PSEPK	PP_4402	bkdAB	Branched-chain alpha-keto acid dehydrogenase complex, beta subunit	
Q88EU4	Q88EU4_PSEPK	PP_4359	fliL		Flagellar protein FliL
Q88EV3	Q88EV3_PSEPK	PP_4349			Large polyvalent protein-associated domain-containing protein
Q88F14	Q88F14_PSEPK	PP_4285	pucM		5-hydroxyisourate hydrolase
Q88FB7	Q88FB7_PSEPK	PP_4181			Thioesterase domain-containing protein
Q88FC0	Q88FC0_PSEPK	PP_4178		Dienelactone hydrolase family protein	
Q88FD9	Q88FD9_PSEPK	PP_4158	kdpD		histidine kinase
Q88FN2	Q88FN2_PSEPK	PP_4057			Autotransporter domain-containing protein
Q88FN7	Q88FN7_PSEPK	PP_4052	malQ		4-alpha-glucanotransferase
Q88FR7	Q88FR7_PSEPK	PP_4016	purB		Adenylosuccinate lyase
Q88G95	MODC_PSEPK	PP_3830	modC		Molybdenum import ATP-binding protein ModC
Q88GC7	Q88GC7_PSEPK	PP_3797			Peptidase
Q88GE0	Q88GE0_PSEPK	PP_3784			Endoribonuclease L-PSP
Q88GH5	Q88GH5_PSEPK	PP_3748	glcG		GlcG protein
Q88GK7	Q88GK7_PSEPK	PP_3714	catC		Muconolactone Delta-isomerase
Q88GQ7	Y3661_PSEPK	PP_3661			UPF0324 membrane protein PP_3661
Q88GV1	Q88GV1_PSEPK	PP_3616			Toxin VasX N-terminal region domain-containing protein
Q88GX0	Q88GX0_PSEPK	PP_3597		Amino-acid ABC transporter, ATP-binding protein	
Q88H05	Q88H05_PSEPK	PP_3560		Transcriptional regulator, LysR family	
Q88H51	Q88H51_PSEPK	PP_3514	oplB	5-oxoprolinase B	
Q88H73	Q88H73_PSEPK	PP_3488		Sco1/SenC family protein	
Q88HA9	Q88HA9_PSEPK	PP_3451			DUF4434 domain-containing protein
Q88HC8	Q88HC8_PSEPK	PP_3432			Putative cyclic diguanylate phosphodiesterase CSS motif-containing domain-containing protein
Q88HH1	Q88HH1_PSEPK	PP_3387			DUF4123 domain-containing protein
Q88HI2	Q88HI2_PSEPK	PP_3375	endA	Endonuclease I	
Q88HN1	Q88HN1_PSEPK	PP_3322	hemBB		Delta-aminolevulinic acid dehydratase
Q88HQ8	Q88HQ8_PSEPK	PP_3295		YeeE/YedE family protein	
Q88HV6	Q88HV6_PSEPK	PP_3247		Transporter, bile acid/Na+ symporter family	
Q88HY2	Q88HY2_PSEPK	PP_3221		ABC transporter, permease protein	
Q88I36	Q88I36_PSEPK	PP_3165	benK	Benzoate MFS transporter	
Q88I47	Q88I47_PSEPK	PP_3154	pagL-II		Lipid A deacylase
Q88I86	Q88I86_PSEPK	PP_3113		Transposase	
Q88IE9	Q88IE9_PSEPK	PP_3050			Phage protein
Q88J46	Q88J46_PSEPK	PP_2803	dhaT	1,3-propanediol dehydrogenase	
Q88J74	Q88J74_PSEPK	PP_2775		Glycine betaine/L-proline ABC transporter, periplasmic component	
Q88JD1	ARSR2_PSEPK	PP_2718	arsR2		Arsenic resistance transcriptional regulator ArsR2
Q88JP1	Q88JP1_PSEPK	PP_2608		Shikimate dehydrogenase family protein	
Q88JT3	Q88JT3_PSEPK	PP_2564		Quercetin 2,3-dioxygenase	
Q88JT6	Q88JT6_PSEPK	PP_2561		Secreted hemolysin-type calcium-binding bacteriocin	
Q88K44	Q88K44_PSEPK	PP_2448	puuB	Gamma-glutamylputrescine oxidase	
Q88KD1	Q88KD1_PSEPK	PP_2359		Type 1 pili subunit CsuA/B protein	
Q88KH9	Q88KH9_PSEPK	PP_2311	tatD	Mg-dependent cytoplasmic DNase / RNase	
Q88KI3	Q88KI3_PSEPK	PP_2307			CHAD domain-containing protein
Q88KI6	Q88KI6_PSEPK	PP_2304		Peptidyl-prolyl cis-trans isomerase D	
Q88KN8	Q88KN8_PSEPK	PP_2252			Lipoprotein
Q88KU5	Q88KU5_PSEPK	PP_2194		Transcriptional regulator, LysR family	
Q88KW0	Q88KW0_PSEPK	PP_2179	spuA	Glutamine amidotransferase	
Q88LY2	Q88LY2_PSEPK	PP_1794			DUF4214 domain-containing protein
Q88LZ3	Q88LZ3_PSEPK	PP_1783	rfbA		Glucose-1-phosphate thymidylyltransferase
Q88M20	FUMC_PSEPK	PP_1755	fumC		Fumarate hydratase class II
Q88M71	Q88M71_PSEPK	PP_1703		Assimilatory nitrate reductase/sulfite reductase	
Q88M99	Q88M99_PSEPK	PP_1675	cobD		Cobalamin biosynthesis protein CobD
Q88MH9	EFTS_PSEPK	PP_1592	tsf		Elongation factor Ts
Q88MI0	RS2_PSEPK	PP_1591	rpsB		Small ribosomal subunit protein uS2
Q88ML7	Q88ML7_PSEPK	PP_1554			VRR-NUC domain-containing protein
Q88MM3	Q88MM3_PSEPK	PP_1548			Co-chaperone DjlA N-terminal domain-containing protein
Q88N39	Q88N39_PSEPK	PP_1377	pcaF-I		3-oxoadipyl-CoA thiolase
Q88NB5	Q88NB5_PSEPK	PP_1297	yhdW	Amino-acid ABC transporter-binding protein YhdW	
Q88NE7	Q88NE7_PSEPK	PP_1265			DUF1656 domain-containing protein
Q88NF1	Q88NF1_PSEPK	PP_1261	ghrB	2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase	
Q88NI1	MCPU_PSEPK	PP_1228	mcpU		Methyl-accepting chemotaxis protein McpU
Q88NY8	Q88NY8_PSEPK	PP_1065	glmP	Membrane protein required for efficient alginate biosynthesis	
Q88P14	Q88P14_PSEPK	PP_1039	tatC-I		Sec-independent protein translocase protein TatC
Q88P17	MLTF_PSEPK	PP_1036	mltF		Membrane-bound lytic murein transglycosylase F
Q88P33	Q88P33_PSEPK	PP_1020	yeaD		Putative glucose-6-phosphate 1-epimerase
Q88PC0	GATB_PSEPK	PP_0930	gatB		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Q88PF4	Q88PF4_PSEPK	PP_0896		Carbon-nitrogen hydrolase family protein	
Q88PR3	Q88PR3_PSEPK	PP_0785	cysZ		Sulfate transporter CysZ
Q88Q24	Q88Q24_PSEPK	PP_0674	ettA		Energy-dependent translational throttle protein EttA
Q88QC5	Q88QC5_PSEPK	PP_0569		MATE efflux family protein	
Q88QE0	Q88QE0_PSEPK	PP_0554	acoB	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta	
Q88QU4	Q88QU4_PSEPK	PP_0392	folB		7,8-dihydroneopterin aldolase
Q88QU6	TSAD_PSEPK	PP_0390	tsaD		tRNA N6-adenosine threonylcarbamoyltransferase
Q88QW2	Q88QW2_PSEPK	PP_0372	aruC	Acetylornithine aminotransferase 2	
Q88QX1	BIOF_PSEPK	PP_0363	bioF		8-amino-7-oxononanoate synthase
Q88R20	Q88R20_PSEPK	PP_0314			RHS repeat-associated core domain-containing protein
Q88R79	Q88R79_PSEPK	PP_0255			Glycine zipper domain-containing protein
Q88R94	Q88R94_PSEPK	PP_0239	ssuC	Aliphatic sulfonate ABC transporter-permease subunit / transport of isethionate	
Q88R95	SSUD_PSEPK	PP_0238	ssuD		Alkanesulfonate monooxygenase
A0A140FVX5	A0A140FVX5_PSEPK	PP_5429		Uncharacterized protein	
A0A140FW76	A0A140FW76_PSEPK	PP_5522		Uncharacterized protein	
A0A140FWF2	A0A140FWF2_PSEPK	PP_3408	cbtA	Cobalt transporter subunit A	
A0A140FWI3	A0A140FWI3_PSEPK	PP_5629		Intracellular protease/amidase	
A0A140FWT9	A0A140FWT9_PSEPK	PP_5735		Uncharacterized protein	
Q52285	IHFB_PSEPK	PP_1773	ihfB		Integration host factor subunit beta
Q88C01	Q88C01_PSEPK	PP_5382		Exported protein	
Q88C28	Q88C28_PSEPK	PP_5355		Sodium/proton antiporter	
Q88C37	Q88C37_PSEPK	PP_5346	pycB	Pyruvate carboxylase subunit B	
Q88CB0	Q88CB0_PSEPK	PP_5271	lrp	DNA-binding transcriptional dual regulator, leucine-binding	
Q88CB8	Q88CB8_PSEPK	PP_5263		GGDEF domain protein	
Q88CC9	Q88CC9_PSEPK	PP_5252			Amidohydrolase 3 domain-containing protein
Q88CI7	GCST_PSEPK	PP_5194	gcvT		Aminomethyltransferase
Q88D34	Q88D34_PSEPK	PP_4994			TonB C-terminal domain-containing protein
Q88D48	Q88D48_PSEPK	PP_4980	rhlE		ATP-dependent RNA helicase RhlE
Q88DB8	Q88DB8_PSEPK	PP_4909	serB		Phosphoserine phosphatase
Q88DD7	HISZ_PSEPK	PP_4890	hisZ		ATP phosphoribosyltransferase regulatory subunit
Q88DQ2	Q88DQ2_PSEPK	PP_4771		Uncharacterized protein	
Q88ED0	Q88ED0_PSEPK	PP_4535			DUF3732 domain-containing protein
Q88EF4	Q88EF4_PSEPK	PP_4511		Transcriptional regulator, AraC family	
Q88EM2	Q88EM2_PSEPK	PP_4432		Xaa-Pro aminopeptidase	
Q88EP7	Q88EP7_PSEPK	PP_4406		Uncharacterized protein	
Q88ES8	Q88ES8_PSEPK	PP_4375	fliS		Flagellar secretion chaperone FliS
Q88EV8	Q88EV8_PSEPK	PP_4344	flhA		Flagellar biosynthesis protein FlhA
Q88EX0	Q88EX0_PSEPK	PP_4332		Chemotaxis protein CheW	
Q88FA2	Q88FA2_PSEPK	PP_4196			Translation initiation factor 2
Q88FR8	HFLD_PSEPK	PP_4015	hflD		High frequency lysogenization protein HflD homolog
Q88G20	Q88G20_PSEPK	PP_3906			Phage protein
Q88GB3	Q88GB3_PSEPK	PP_3811		Transcriptional regulator, LysR family	
Q88GG8	Q88GG8_PSEPK	PP_3756		TetR family transcriptional regulator	
Q88GG9	Q88GG9_PSEPK	PP_3755	hbd	3-hydroxybutyryl-CoA dehydrogenase	
Q88GH9	Q88GH9_PSEPK	PP_3744	glcC	Transcriptional dual regulator GlcC-Glycolate	
Q88GI5	Q88GI5_PSEPK	PP_3737	vanB	Vanillate O-demethylase oxidoreductase	
Q88GN7	Q88GN7_PSEPK	PP_3683		Uncharacterized protein	
Q88HE0	Q88HE0_PSEPK	PP_3420			histidine kinase
Q88HI1	Q88HI1_PSEPK	PP_3376	ptxD	Phosphonate dehydrogenase	
Q88HP9	Q88HP9_PSEPK	PP_3304			Bcr/CflA family efflux transporter
Q88HT8	Q88HT8_PSEPK	PP_3265	ybhP-I		Endonuclease/exonuclease/phosphatase domain-containing protein
Q88HW9	Q88HW9_PSEPK	PP_3234		Heat shock protein, HSP20 family	
Q88HZ4	Q88HZ4_PSEPK	PP_3208		Oxidoreductase, Pdr/VanB family	
Q88I43	Q88I43_PSEPK	PP_3158			Lipoprotein
Q88IP4	Q88IP4_PSEPK	PP_2955		Magnesium/cobalt transporter, CorA family	
Q88IQ9	Q88IQ9_PSEPK	PP_2940	yefM		Antitoxin
Q88IR4	Q88IR4_PSEPK	PP_2935			Uncharacterized MFS-type transporter PP_2935
Q88J32	Q88J32_PSEPK	PP_2817	mexC	Multidrug efflux RND membrane fusion protein MexC	
Q88J98	Q88J98_PSEPK	PP_2751			Leucine-binding protein domain-containing protein
Q88JC2	Q88JC2_PSEPK	PP_2727		C-factor	
Q88JX1	Q88JX1_PSEPK	PP_2526	cigR		Integral membrane protein
Q88JY6	Q88JY6_PSEPK	PP_2507		Oxidoreductase, short-chain dehydrogenase/reductase family	
Q88K68	Q88K68_PSEPK	PP_2423	lpxOA	Fe(2+)/alpha-ketoglutarate-dependent dioxygenase	
Q88K76	Q88K76_PSEPK	PP_2415		Acetyltransferase, GNAT family	
Q88KJ6	Q88KJ6_PSEPK	PP_2294		Uncharacterized protein	
Q88KL8	Q88KL8_PSEPK	PP_2272			Poly A polymerase head domain-containing protein
Q88KR5	Q88KR5_PSEPK	PP_2225	mrpG	Multicomponent potassium-proton antiporter, subunit G	
Q88KZ0	Q88KZ0_PSEPK	PP_2149	gapB		Glyceraldehyde-3-phosphate dehydrogenase
Q88LB1	Q88LB1_PSEPK	PP_2024	sbcC	Exonuclease SbcC	
Q88LB7	Q88LB7_PSEPK	PP_2018		BNR domain protein	
Q88LC9	Q88LC9_PSEPK	PP_2006			TULIP family P47-like protein
Q88LH2	Q88LH2_PSEPK	PP_1960			Tyr recombinase domain-containing protein
Q88LH3	Q88LH3_PSEPK	PP_1959		Uncharacterized protein	
Q88LK6	Q88LK6_PSEPK	PP_1925		Monooxygenase	
Q88LL7	Q88LL7_PSEPK	PP_1913	fabD		Malonyl CoA-acyl carrier protein transacylase
Q88LP7	Q88LP7_PSEPK	PP_1882			RHS repeat-associated core domain-containing protein
Q88LZ5	Q88LZ5_PSEPK	PP_1781		O-acyltransferase	
Q88M31	Q88M31_PSEPK	PP_1744			DUF3309 domain-containing protein
Q88MB9	RLMD_PSEPK	PP_1655	rlmD		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
Q88MG6	RNH2_PSEPK	PP_1605	rnhB		Ribonuclease HII
Q88MI9	Q88MI9_PSEPK	PP_1582		Uncharacterized protein	
Q88MK6	Q88MK6_PSEPK	PP_1565		Phage portal protein, HK97 family	
Q88MR7	Q88MR7_PSEPK	PP_1502		OmpA family protein	
Q88MW6	Q88MW6_PSEPK	PP_1452		MutT/nudix family protein	
Q88MX7	CMOA_PSEPK	PP_1441	cmoA		Carboxy-S-adenosyl-L-methionine synthase
Q88MZ5	Q88MZ5_PSEPK	PP_1423		Uncharacterized protein	
Q88N46	Q88N46_PSEPK	PP_1370		Glycosyl transferase, group 1 family protein	
Q88N50	Q88N50_PSEPK	PP_1366		Transcriptional regulator MvaT, P16 subunit	
Q88N62	Q88N62_PSEPK	PP_1354	mdfA	Multidrug efflux MFS transporter	
Q88NA5	Q88NA5_PSEPK	PP_1307		AsnC family transcriptional regulator	
Q88NK5	Q88NK5_PSEPK	PP_1202			Phosphatidylglycerol lysyltransferase
Q88NR3	Q88NR3_PSEPK	PP_1142			DUF2288 domain-containing protein
Q88P18	Q88P18_PSEPK	PP_1035	tadA		tRNA-specific adenosine deaminase
Q88PE8	Q88PE8_PSEPK	PP_0902	colS		histidine kinase
Q88PJ2	Q88PJ2_PSEPK	PP_0858		Methionine/glutamine aminotransferase	
Q88PM0	Q88PM0_PSEPK	PP_0830		Acetyltransferase, GNAT family	
Q88PM9	Q88PM9_PSEPK	PP_0820		GCN5-related N-acetyltransferase	
Q88PP1	Q88PP1_PSEPK	PP_0807	norR	DNA-binding transcriptional dual regulator (NO)	
Q88PV6	Q88PV6_PSEPK	PP_0742			Renalase
Q88PX0	Q88PX0_PSEPK	PP_0728			PEP-utilising enzyme mobile domain-containing protein
Q88PZ3	Q88PZ3_PSEPK	PP_0705		DNA-3-methyladenine glycosylase	
Q88Q33	Q88Q33_PSEPK	PP_0665		Glyceraldehyde-3-phosphate dehydrogenase	
Q88Q41	Q88Q41_PSEPK	PP_0657		Amino acid ABC transporter, periplasmic amino acid-binding protein	
Q88QD0	Q88QD0_PSEPK	PP_0564			DUF2333 family protein
Q88QD4	AROQ1_PSEPK	PP_0560	aroQ1		3-dehydroquinate dehydratase 1
Q88QE5	Q88QE5_PSEPK	PP_0549		Lipoprotein	
Q88QF3	Q88QF3_PSEPK	PP_0541		Acetyltransferase, GNAT family	
Q88QV2	Q88QV2_PSEPK	PP_0382	davA	5-aminopentanamidase	
Q88QX2	BIOB_PSEPK	PP_0362	bioB		Biotin synthase
Q88R19	Q88R19_PSEPK	PP_0315	gbcA	Glycine-betaine dioxygenase subunit	
Q88R48	Q88R48_PSEPK	PP_0286	mutY		Adenine DNA glycosylase
Q88R73	Q88R73_PSEPK	PP_0261	cysQ		3'(2'),5'-bisphosphate nucleotidase CysQ
Q88RS5	Q88RS5_PSEPK	PP_0054			Probable membrane transporter protein
A0A140FVZ5	A0A140FVZ5_PSEPK	PP_5745		Paraquat-inducible protein A	
A0A140FW20	A0A140FW20_PSEPK	PP_5470			Lipoprotein
A0A140FW93	A0A140FW93_PSEPK	PP_5539			Porin domain-containing protein
A0A140FWD6	A0A140FWD6_PSEPK	PP_5588		Uncharacterized protein	
A0A140FWQ8	A0A140FWQ8_PSEPK	PP_4710	truB		tRNA pseudouridine synthase B
A0A140FWT6	A0A140FWT6_PSEPK	PP_5732		Metal-binding protein	
Q88BZ5	Q88BZ5_PSEPK	PP_5388	cusF	Probable exported copper efflux protein	
